booking_date,arrival_date,departure_date,length_of_stay,num_guests,room_type,guest_type,purpose_of_visit,loyalty_program,previous_cancellations,reservation_status,deposit_type,total_cost,payment_method,hotel_type,number_of_rooms,facilities,lead_time,seasonality,cancellation_date,reason_for_cancellation,lead_time_at_cancellation,guest_age,guest_nationality,property_rating,distance_to_attractions,day_of_week,time_of_day_booking,time_of_day_cancellation,gdp,inflation_rate,presence_of_event,event_date,temperature,precipitation,competitor_price
2024-04-21,2024-05-06,2024-05-08,2,2,double,group,other,True,15.588241174997506,['cancelled'],credit_card,12166.157068780081,credit_card,city hotel,2,"['restaurant', 'gym', 'restaurant']",15,May,,,,65,PLW,4,6.126527242825887,Monday,04:26:50,12:26:09,8069.38910921768,0.09703681597098524,False,2024-05-02,-9.641514798080957,heavy,12166.157068780081
2024-04-14,2024-05-14,2024-05-19,5,1,double,corporate,business,False,14.748170968055272,['cancelled'],cash,16692.60648958189,credit_card,resort,1,"['pool', 'kids club', 'gym']",30,May,,,,54,LTU,3,6.172186759420343,Tuesday,08:36:49,00:06:58,7904.223374206946,0.015505187031799652,True,2024-05-21,-7.298310924504484,none,16692.60648958189
2024-04-19,2024-05-05,2024-05-07,2,2,suite,corporate,business,False,4.255241339563909,['checkout'],credit_card,9875.931710875726,cash,motel,1,"['parking', 'wifi']",16,May,,,,62,GRD,4,2.930632539056614,Sunday,13:59:25,21:06:48,9446.310978013102,0.09926746032003501,True,2024-05-03,0.07900946453326263,heavy,9875.931710875726
2024-04-12,2024-04-21,2024-04-27,6,4,double,corporate,business,False,2.9657637118390023,['cancelled'],credit_card,9775.733989961747,credit_card,motel,4,['wifi'],9,April,,,,56,VEN,3,7.8073715706097575,Sunday,11:15:15,23:42:17,3656.393026801498,0.03727157010345425,False,2024-05-12,16.042126399704127,moderate,9775.733989961747
2024-04-20,2024-04-27,2024-05-03,6,1,suite,corporate,business,True,15.058872642367518,['cancelled'],cash,7734.159026656089,debit_card,city hotel,1,"['business center', 'restaurant']",7,April,,,,57,COL,3,4.219382255402016,Saturday,19:00:32,07:37:41,5818.715929210475,0.033186406790542404,False,2024-05-01,38.46422781990542,heavy,7734.159026656089
2024-04-21,2024-04-28,2024-05-04,6,2,single,group,leisure,False,13.785883900794078,['checkout'],no_deposit,18663.836746128385,credit_card,city hotel,2,['gym'],7,April,2024-04-25,financial reasons,4.0,51,SYC,3,0.1294569714926196,Sunday,22:26:54,06:05:39,1758.7648797857032,0.029641076163136167,False,2024-05-14,27.559854429590466,moderate,18663.836746128385
2024-04-15,2024-04-17,2024-04-26,9,1,double,individual,leisure,True,13.92742080165723,['checkout'],no_deposit,9118.811164346484,cash,motel,1,['wifi'],2,April,,,,59,SYR,5,4.040969726461875,Wednesday,19:44:57,12:18:00,4549.716160095095,0.06807793647787201,False,2024-05-12,22.137781282436883,moderate,9118.811164346484
2024-04-10,2024-04-20,2024-04-22,2,2,single,individual,leisure,False,3.6426487652944783,['checkout'],cash,5154.529555854084,debit_card,motel,2,"['parking', 'parking']",10,April,,,,54,SYR,3,1.615403601986716,Saturday,03:17:00,21:11:25,7290.58057486754,0.04182028571166926,True,2024-05-19,12.17240409579101,light,5154.529555854084
2024-03-28,2024-04-06,2024-04-11,5,1,double,corporate,business,True,12.80010645441559,['cancelled'],no_deposit,2079.718158746844,credit_card,motel,1,['parking'],9,April,,,,66,MDA,4,5.463107350885358,Saturday,21:16:55,01:24:51,7000.526312811915,0.08321112096789725,False,2024-05-06,9.08018466922698,heavy,2079.718158746844
2024-03-27,2024-04-12,2024-04-15,3,4,suite,corporate,business,False,8.008138387910295,['checkout'],no_deposit,19247.798655467035,credit_card,resort,2,"['restaurant', 'pool', 'pool', 'restaurant', 'restaurant']",16,April,,,,59,AUS,4,4.114910339614402,Friday,20:23:35,18:59:52,8850.983694423448,0.05040766907042136,True,2024-04-28,-4.785430239335167,moderate,19247.798655467035
2024-03-25,2024-04-16,2024-04-19,3,3,single,corporate,business,False,18.006404283633202,['checkout'],credit_card,13121.4518514913,cash,city hotel,3,"['restaurant', 'business center']",22,April,,,,32,PAN,4,4.408080965139457,Tuesday,14:43:45,12:48:25,6196.429058613195,0.07126571311022606,True,2024-05-21,20.437514997484406,none,13121.4518514913
2024-04-19,2024-05-14,2024-05-24,10,1,double,group,leisure,True,9.424115684044354,['checkout'],no_deposit,7445.053171763171,credit_card,city hotel,1,"['business center', 'business center', 'business center']",25,May,,,,24,COG,1,6.012778505283449,Tuesday,02:26:51,04:20:58,2262.10473693011,0.09501053786164526,False,2024-05-07,6.570993795842213,moderate,7445.053171763171
2024-04-05,2024-04-30,2024-05-05,5,1,single,corporate,business,False,5.363702173963332,['cancelled'],no_deposit,14279.319518136866,credit_card,city hotel,1,"['restaurant', 'restaurant']",25,April,,,,68,ATG,4,3.038803617745291,Tuesday,09:45:07,04:32:42,7421.710925493811,0.08023874076952961,True,2024-05-03,6.590331651479662,moderate,14279.319518136866
2024-03-24,2024-04-12,2024-04-19,7,1,double,individual,leisure,True,17.420412587655704,['cancelled'],no_deposit,13664.445634857248,debit_card,city hotel,1,"['restaurant', 'business center']",19,April,,,,56,PAN,1,9.740969730234152,Friday,13:52:50,16:33:57,7973.4450793228925,0.07547431266715365,True,2024-04-22,33.54963447388942,none,13664.445634857248
2024-03-29,2024-04-15,2024-04-22,7,2,double,group,leisure,True,9.731567671702397,['checkout'],credit_card,1449.8046647310307,debit_card,motel,2,['parking'],17,April,,,,54,DZA,4,3.0818231527415283,Monday,22:14:24,19:55:25,3000.1431976803024,0.03620045095727266,True,2024-05-06,12.236496614445944,moderate,1449.8046647310307
2024-04-01,2024-04-22,2024-04-24,2,4,double,individual,other,False,0.5124123858589513,['cancelled'],cash,1235.6820473632401,credit_card,motel,4,['wifi'],21,April,,,,23,ERI,1,3.471412425487492,Monday,19:12:02,20:34:13,7471.152912553311,0.025258452635182324,True,2024-05-05,7.720922969495653,light,1235.6820473632401
2024-04-02,2024-04-06,2024-04-12,6,1,single,corporate,business,True,18.285991594559366,['cancelled'],cash,7819.062062800995,credit_card,city hotel,1,['business center'],4,April,,,,54,LVA,5,3.825239476827871,Saturday,22:40:23,02:50:05,2516.392739865705,0.020828410360279243,False,2024-05-12,42.73256005764062,none,7819.062062800995
2024-03-28,2024-04-25,2024-04-28,3,3,single,group,other,True,17.618566204839535,['checkout'],no_deposit,6252.715230585625,cash,city hotel,3,"['business center', 'business center']",28,April,,,,76,KHM,1,4.380327292355201,Thursday,19:01:50,19:58:49,6747.739160510661,0.04808842740978606,False,2024-05-16,15.041366575842662,heavy,6252.715230585625
2024-04-20,2024-05-04,2024-05-06,2,1,double,corporate,business,False,17.67775793651384,['cancelled'],cash,7349.085209035485,debit_card,city hotel,1,['business center'],14,May,,,,43,QAT,4,6.311912864270644,Saturday,17:13:58,13:16:16,7971.634076050874,0.06230372136568679,True,2024-05-06,2.0824989058265935,heavy,7349.085209035485
2024-04-04,2024-04-14,2024-04-17,3,4,suite,group,other,True,12.80999856741701,['cancelled'],cash,1635.8733122906779,cash,motel,2,"['parking', 'wifi']",10,April,,,,56,NOR,3,1.2812780361220417,Sunday,05:26:28,14:06:26,5332.401622147117,0.07483237796414109,False,2024-05-12,4.6543441491401225,moderate,1635.8733122906779
2024-03-24,2024-04-15,2024-04-22,7,1,suite,group,other,True,17.421860576864084,['cancelled'],cash,12203.252693471772,credit_card,motel,1,['wifi'],22,April,,,,68,ARE,3,7.012291668328457,Monday,22:31:46,03:22:02,1025.4334753613234,0.06772450651130373,False,2024-05-03,45.063479787663795,none,12203.252693471772
2024-04-15,2024-04-22,2024-04-30,8,4,double,corporate,business,False,11.507731921887883,['checkout'],no_deposit,9281.779715674571,cash,resort,4,['restaurant'],7,April,2024-04-19,unforeseen circumstances,4.0,67,LKA,1,3.029061805231006,Monday,21:26:03,00:48:33,4137.991855356657,0.01794706516472857,False,2024-05-03,39.32659783497778,moderate,9281.779715674571
2024-03-26,2024-04-05,2024-04-14,9,2,double,corporate,business,True,8.329924835974623,['cancelled'],credit_card,16465.69619883987,cash,resort,2,"['gym', 'restaurant', 'spa', 'gym']",10,April,,,,73,MDG,1,5.083091072166123,Friday,08:20:28,23:44:58,2290.411847724512,0.012709035075378624,False,2024-04-29,14.364583649783956,moderate,16465.69619883987
2024-04-19,2024-05-13,2024-05-17,4,1,suite,corporate,business,False,6.575843851214673,['checkout'],cash,14899.39458442748,debit_card,resort,1,"['gym', 'gym', 'gym']",24,May,,,,38,MLI,1,4.781633768051479,Monday,20:16:51,01:20:55,7713.429417894214,0.09722214396250568,False,2024-05-08,46.195328055652176,none,14899.39458442748
2024-04-18,2024-04-26,2024-05-02,6,4,suite,group,other,True,5.808451842922846,['checkout'],no_deposit,2210.453703258524,debit_card,city hotel,2,"['restaurant', 'restaurant', 'gym']",8,April,,,,75,NLD,5,4.259545217239083,Friday,07:38:31,15:12:42,9254.06327277603,0.07330995343764148,True,2024-05-21,7.049787690943614,light,2210.453703258524
2024-04-02,2024-04-12,2024-04-14,2,2,suite,group,leisure,False,11.449042647011456,['cancelled'],cash,18250.42051118423,credit_card,resort,1,"['gym', 'spa']",10,April,,,,18,GNQ,5,7.307193983435946,Friday,08:06:44,15:54:41,1658.4414607475928,0.05700364901116859,False,2024-04-23,21.123513534048993,light,18250.42051118423
2024-04-07,2024-04-24,2024-05-01,7,4,suite,individual,leisure,False,17.33489216255052,['checkout'],cash,11467.031216386635,debit_card,city hotel,2,['restaurant'],17,April,2024-04-10,unforeseen circumstances,3.0,24,COD,3,4.3482485243513125,Wednesday,02:56:25,01:41:05,7417.749285415645,0.06391158246256476,False,2024-05-10,-3.536761006949379,moderate,11467.031216386635
2024-03-31,2024-04-14,2024-04-18,4,2,single,individual,business,True,0.43498599109302427,['checkout'],no_deposit,16946.2582663333,credit_card,city hotel,2,"['restaurant', 'business center', 'restaurant']",14,April,,,,18,TJK,1,7.467713261602882,Sunday,03:52:11,00:10:23,6397.205915154033,0.013590242411476591,True,2024-04-26,-4.19458830020341,heavy,16946.2582663333
2024-04-16,2024-04-22,2024-04-29,7,3,suite,corporate,business,True,3.163141776210081,['checkout'],credit_card,13091.131841847615,cash,resort,1,"['pool', 'pool', 'restaurant', 'restaurant', 'restaurant']",6,April,,,,69,MDA,3,6.918825852101779,Monday,12:04:01,12:15:43,7470.568671058632,0.020239657505395713,True,2024-05-16,35.59566358190963,heavy,13091.131841847615
2024-04-11,2024-04-26,2024-05-03,7,1,double,corporate,business,False,17.819974147711164,['cancelled'],cash,11874.467618987457,debit_card,resort,1,"['kids club', 'pool']",15,April,,,,36,AGO,4,5.5545588627861635,Friday,03:02:41,16:56:01,7539.992886006261,0.09747243614940118,True,2024-05-05,24.365420342030745,heavy,11874.467618987457
2024-04-13,2024-05-01,2024-05-02,1,1,suite,corporate,business,True,16.95608428147358,['checkout'],no_deposit,3807.365728851512,credit_card,motel,1,"['parking', 'wifi']",18,May,,,,71,GTM,2,0.9490173142241259,Wednesday,12:19:46,18:26:18,4696.387910887661,0.08698952064408252,True,2024-04-26,37.39143492652368,none,3807.365728851512
2024-03-31,2024-04-07,2024-04-12,5,4,single,individual,leisure,False,4.551691809279008,['checkout'],credit_card,4626.778903736591,debit_card,motel,4,"['wifi', 'parking']",7,April,,,,51,KHM,5,2.462118389418608,Sunday,09:50:32,21:09:56,3663.0702637292907,0.07076379312558097,True,2024-04-27,44.298786417527715,light,4626.778903736591
2024-04-10,2024-04-22,2024-05-01,9,3,single,individual,business,False,14.448588324524982,['checkout'],no_deposit,13370.917421972541,cash,city hotel,3,"['business center', 'gym', 'business center']",12,April,,,,35,BHR,1,8.534265508860365,Monday,21:52:43,21:10:45,3158.134477741945,0.07274565172520843,True,2024-05-15,0.05388285574268892,none,13370.917421972541
2024-04-13,2024-04-21,2024-04-22,1,3,single,group,leisure,False,18.101053020503485,['checkout'],cash,6357.945568321046,credit_card,motel,3,"['wifi', 'wifi']",8,April,,,,46,CPV,3,1.0349030607679623,Sunday,01:44:37,22:02:55,2190.9710837948314,0.07918026884020714,False,2024-05-21,41.35615610589052,moderate,6357.945568321046
2024-04-14,2024-04-26,2024-05-02,6,4,single,individual,leisure,False,10.409908374749538,['checkout'],no_deposit,10297.58152579435,debit_card,city hotel,4,"['gym', 'gym']",12,April,,,,37,POL,4,9.64740057130529,Friday,15:59:07,16:45:17,2547.0478459164315,0.04028798931500981,True,2024-04-26,-6.583136031257415,none,10297.58152579435
2024-03-26,2024-04-15,2024-04-18,3,2,single,group,leisure,True,3.7173508304117964,['checkout'],cash,5156.907803359796,credit_card,resort,2,"['gym', 'spa', 'spa', 'pool', 'gym']",20,April,,,,40,SRB,2,3.8108310623718347,Monday,20:13:34,19:27:04,9779.373563948582,0.07411187416068257,True,2024-04-28,29.72643488929559,heavy,5156.907803359796
2024-03-24,2024-04-20,2024-04-29,9,4,double,group,leisure,False,13.743417306714296,['cancelled'],cash,19122.5988227308,debit_card,city hotel,4,"['business center', 'business center', 'gym']",27,April,,,,50,TUR,4,4.715834610015372,Saturday,10:13:58,07:35:12,8521.685118715677,0.062283938671102455,False,2024-05-05,33.07819624697953,none,19122.5988227308
2024-04-13,2024-04-29,2024-05-05,6,3,double,group,other,True,14.90702290186736,['checkout'],credit_card,9097.295228766352,cash,motel,3,['parking'],16,April,,,,30,GUY,5,4.383667936557383,Monday,14:09:34,09:31:54,5272.932390027144,0.021121071792919336,True,2024-05-06,30.084875939163318,light,9097.295228766352
2024-03-29,2024-04-28,2024-04-30,2,1,suite,corporate,business,True,5.512030861379369,['checkout'],cash,12759.058136304478,cash,city hotel,1,['business center'],30,April,,,,38,CZE,5,7.700412802468041,Sunday,16:13:01,02:44:16,6980.439011091607,0.04091996548360477,True,2024-04-28,19.391238158729976,heavy,12759.058136304478
2024-04-06,2024-05-01,2024-05-07,6,1,suite,individual,other,False,14.277001746358547,['cancelled'],cash,1857.0533519206354,debit_card,city hotel,1,['gym'],25,May,,,,47,ALB,5,1.427049598335331,Wednesday,07:19:15,15:57:16,3727.9067638672636,0.07953605496094114,False,2024-04-29,33.126859086914926,none,1857.0533519206354
2024-03-28,2024-04-09,2024-04-11,2,2,single,group,business,True,19.813448489737652,['cancelled'],cash,14766.673074191423,debit_card,motel,2,['wifi'],12,April,,,,55,GRC,5,3.9264832942097527,Tuesday,14:36:00,17:47:15,4998.086074889145,0.07608842788258204,True,2024-05-12,1.598859217491924,none,14766.673074191423
2024-03-31,2024-04-06,2024-04-07,1,1,suite,individual,business,False,14.933568098359018,['checkout'],credit_card,17026.88625911417,credit_card,city hotel,1,"['restaurant', 'restaurant']",6,April,,,,59,TTO,2,2.369175123469461,Saturday,23:46:22,04:27:07,6237.8250341823,0.017018959958835237,False,2024-05-09,44.37741008184845,heavy,17026.88625911417
2024-04-06,2024-04-08,2024-04-11,3,3,double,group,leisure,False,3.4790533143488744,['checkout'],no_deposit,16101.405196633146,credit_card,resort,3,"['kids club', 'pool', 'restaurant', 'pool', 'pool']",2,April,,,,64,BLR,1,6.516255700551602,Monday,18:44:38,00:03:01,2240.126426931379,0.08654608018556323,True,2024-04-28,33.549808931861506,none,16101.405196633146
2024-04-05,2024-04-29,2024-05-08,9,4,double,group,leisure,False,19.14906635640476,['cancelled'],cash,18453.307275171344,credit_card,resort,4,['pool'],24,April,2024-04-10,financial reasons,5.0,50,SLE,4,7.388475148025615,Monday,22:46:55,04:44:17,3056.298191527483,0.04192081942689616,False,2024-04-23,-1.2193813807123615,light,18453.307275171344
2024-04-17,2024-05-07,2024-05-08,1,1,double,group,other,True,10.521260591464676,['cancelled'],credit_card,6287.116060914277,debit_card,motel,1,"['wifi', 'parking']",20,May,,,,31,SMR,2,5.785243054283227,Tuesday,02:48:12,17:35:25,6325.518354204825,0.07750658059219678,False,2024-05-12,29.81274297945339,none,6287.116060914277
2024-04-15,2024-05-11,2024-05-21,10,2,single,group,other,False,17.028891448903668,['checkout'],credit_card,6576.261257573265,cash,city hotel,2,"['gym', 'gym', 'restaurant']",26,May,,,,56,BTN,1,4.955878870395202,Saturday,07:02:10,01:14:14,6114.297102616704,0.0175008005783244,False,2024-05-03,25.387427718550306,heavy,6576.261257573265
2024-04-06,2024-05-04,2024-05-07,3,4,single,corporate,business,True,5.64385978267649,['checkout'],cash,16143.266639632457,cash,city hotel,4,['restaurant'],28,May,,,,57,NGA,2,0.5989599927856832,Saturday,23:39:53,00:25:44,6589.079886801644,0.08935211213495246,False,2024-04-24,1.6303444733417631,light,16143.266639632457
2024-04-04,2024-04-08,2024-04-17,9,2,suite,corporate,business,False,2.422158409454611,['cancelled'],cash,15638.778369512434,credit_card,motel,1,['wifi'],4,April,,,,79,TJK,1,9.575803077482714,Monday,02:04:14,10:17:52,7290.7035872113665,0.06719710077916008,False,2024-04-28,5.808111509741604,light,15638.778369512434
2024-03-26,2024-04-01,2024-04-11,10,2,double,corporate,business,True,5.932893058065463,['cancelled'],cash,2354.4506730245816,credit_card,city hotel,2,"['business center', 'gym']",6,April,,,,41,COL,2,4.859896983779821,Monday,07:43:37,20:46:55,7378.879166625617,0.09834762270615846,False,2024-05-11,12.563651055756576,heavy,2354.4506730245816
2024-04-04,2024-04-13,2024-04-22,9,1,double,group,business,True,9.082636367410487,['checkout'],credit_card,9477.487655131425,credit_card,motel,1,['parking'],9,April,2024-04-14,financial reasons,10.0,78,JOR,3,2.323848120990719,Saturday,00:09:06,08:55:41,4024.4541057238976,0.030806008551313144,True,2024-04-25,6.9915920723121125,heavy,9477.487655131425
2024-03-27,2024-04-22,2024-05-01,9,2,single,individual,business,True,13.54257291989761,['checkout'],credit_card,13304.443735481944,credit_card,resort,2,"['kids club', 'restaurant']",26,April,,,,73,FRA,3,9.66099632436956,Monday,05:24:46,03:07:14,9199.43596256816,0.0793780080572388,False,2024-05-21,1.9451246635964647,heavy,13304.443735481944
2024-03-26,2024-04-11,2024-04-15,4,1,single,individual,leisure,True,7.433258031115488,['checkout'],credit_card,2432.343103723887,credit_card,motel,1,"['wifi', 'parking']",16,April,,,,37,GHA,2,7.013823891309108,Thursday,09:07:06,21:57:56,7093.302848924664,0.02481826624563885,False,2024-05-07,-2.0479120363986265,moderate,2432.343103723887
2024-04-16,2024-04-28,2024-05-03,5,1,double,group,business,False,16.89818491695987,['checkout'],cash,5511.74108244154,credit_card,city hotel,1,['business center'],12,April,,,,36,MCO,3,2.100038788464466,Sunday,17:04:31,23:28:01,7503.617570959817,0.054026020399914026,False,2024-05-14,2.345711408722039,heavy,5511.74108244154
2024-03-31,2024-04-13,2024-04-22,9,2,double,corporate,business,False,5.724435935931358,['cancelled'],credit_card,9955.631764407766,cash,city hotel,2,"['gym', 'business center', 'restaurant']",13,April,2024-04-05,unforeseen circumstances,5.0,55,KHM,4,1.3842551979342252,Saturday,13:40:53,21:40:36,8254.671358868221,0.08552411190097717,False,2024-05-01,2.960947744146905,none,9955.631764407766
2024-03-25,2024-03-27,2024-04-03,7,3,double,individual,leisure,True,6.1058426434227435,['cancelled'],no_deposit,18705.413383180876,cash,city hotel,3,"['restaurant', 'gym', 'gym']",2,March,2024-04-03,unforeseen circumstances,9.0,78,TUV,2,0.37646369862027285,Wednesday,18:04:42,10:57:27,2374.5138097021754,0.028690259238495684,False,2024-04-24,12.569026546653827,heavy,18705.413383180876
2024-04-01,2024-05-01,2024-05-04,3,4,suite,corporate,business,True,5.9992234348418005,['cancelled'],credit_card,5132.978484675143,credit_card,resort,2,"['restaurant', 'gym', 'spa']",30,May,,,,40,SLV,4,4.9955099720113285,Wednesday,20:09:11,08:23:56,4868.388958122574,0.09481296638083794,False,2024-05-05,36.70882670427402,light,5132.978484675143
2024-04-04,2024-04-19,2024-04-22,3,2,single,individual,other,True,11.19736498219276,['cancelled'],no_deposit,3734.8244904412227,credit_card,motel,2,"['wifi', 'wifi']",15,April,,,,36,VUT,2,9.887852147453069,Friday,23:01:47,19:03:07,1730.183662875766,0.03251136510883566,True,2024-04-27,27.364241721706726,heavy,3734.8244904412227
2024-03-28,2024-03-31,2024-04-05,5,4,double,individual,business,True,12.192828267033601,['checkout'],cash,15716.548598237696,credit_card,resort,4,"['gym', 'pool', 'kids club']",3,March,,,,64,MNG,4,7.25724344870101,Sunday,16:39:34,02:14:03,9531.471338933132,0.07178023669255897,False,2024-05-02,-7.939356200321585,none,15716.548598237696
2024-03-29,2024-04-15,2024-04-21,6,1,suite,individual,other,False,4.624430071527983,['checkout'],cash,15323.710411323671,debit_card,resort,1,"['kids club', 'spa']",17,April,2024-04-05,change of plans,7.0,66,SLV,5,0.3743129401389994,Monday,06:33:00,08:17:56,9342.349082213505,0.04814930181557952,True,2024-05-05,32.858670206132714,heavy,15323.710411323671
2024-04-02,2024-04-27,2024-04-30,3,2,double,corporate,business,False,17.65751675424667,['cancelled'],credit_card,18845.752606428894,cash,motel,2,['parking'],25,April,2024-04-10,unforeseen circumstances,8.0,79,NOR,4,1.682634967044339,Saturday,13:04:01,11:56:27,6929.915904587806,0.096710722201373,True,2024-05-16,42.936576280113826,heavy,18845.752606428894
2024-04-09,2024-05-04,2024-05-06,2,2,suite,individual,business,False,0.22460239575470053,['cancelled'],no_deposit,5956.372857227611,cash,resort,1,"['restaurant', 'spa']",25,May,,,,36,AUS,3,6.496103616658458,Saturday,15:15:39,00:30:59,8042.7794276470095,0.017441031462689653,False,2024-04-26,36.693222681834804,light,5956.372857227611
2024-04-12,2024-04-24,2024-04-29,5,2,single,group,other,True,2.802558796537933,['cancelled'],cash,14885.504796777313,credit_card,motel,2,['wifi'],12,April,2024-04-21,financial reasons,9.0,72,GTM,3,3.1807623842978994,Wednesday,01:56:05,17:49:54,8943.877771797193,0.07197377225654021,False,2024-05-02,42.79910910168566,light,14885.504796777313
2024-04-10,2024-04-19,2024-04-22,3,1,double,group,other,True,15.34177411231893,['checkout'],no_deposit,7758.278460215264,debit_card,resort,1,"['gym', 'restaurant']",9,April,,,,75,SGP,1,8.89497206264439,Friday,06:32:05,19:35:03,4677.502384474596,0.07500864384586194,True,2024-04-28,30.58445659624958,moderate,7758.278460215264
2024-03-27,2024-04-24,2024-05-03,9,3,single,group,business,False,11.045536899388523,['checkout'],cash,2800.3775363049267,cash,motel,3,"['parking', 'parking']",28,April,2024-04-04,unforeseen circumstances,8.0,28,TUN,1,5.636396067431741,Wednesday,06:52:54,23:39:52,7375.778360692939,0.08186115386759757,False,2024-05-12,15.300090430304365,heavy,2800.3775363049267
2024-03-23,2024-04-18,2024-04-27,9,3,suite,individual,business,False,15.683390015822738,['cancelled'],cash,17806.74835920427,credit_card,motel,1,"['parking', 'wifi']",26,April,,,,51,AND,5,5.783490110307395,Thursday,05:31:56,17:04:21,4264.3039128013825,0.04103546541399761,True,2024-04-23,-1.9393430182786453,light,17806.74835920427
2024-03-26,2024-04-04,2024-04-07,3,1,single,individual,other,False,14.95122819986543,['checkout'],credit_card,14524.514742792233,credit_card,resort,1,"['kids club', 'kids club', 'gym', 'kids club']",9,April,2024-04-03,unforeseen circumstances,8.0,19,MUS,3,6.008603442426801,Thursday,13:35:23,13:16:17,4538.678434167953,0.019025108753032084,False,2024-05-10,13.151869637144475,light,14524.514742792233
2024-03-29,2024-04-11,2024-04-17,6,4,single,individual,leisure,True,15.70124302642671,['cancelled'],credit_card,3077.432818466543,cash,resort,4,"['spa', 'restaurant']",13,April,,,,58,SUR,5,4.602003719986653,Thursday,03:11:20,18:41:30,6098.734448792434,0.022794584247776643,False,2024-05-07,-6.022971721063845,light,3077.432818466543
2024-04-06,2024-04-18,2024-04-19,1,3,suite,corporate,business,False,19.395873134303297,['cancelled'],credit_card,8591.787500909631,cash,motel,1,['wifi'],12,April,,,,29,SGP,3,7.5499987804247555,Thursday,23:18:07,01:56:05,6755.109422573164,0.0352533437668555,False,2024-05-01,16.386767194194558,none,8591.787500909631
2024-04-02,2024-04-07,2024-04-13,6,2,suite,group,leisure,True,18.28584556565157,['checkout'],credit_card,5756.457468421545,debit_card,city hotel,1,"['gym', 'business center', 'restaurant']",5,April,2024-04-08,unforeseen circumstances,6.0,45,UKR,2,9.185056773804506,Sunday,21:54:11,10:50:00,8088.735941324164,0.01646983059836728,False,2024-05-01,15.317306018367013,heavy,5756.457468421545
2024-04-07,2024-05-03,2024-05-08,5,4,single,individual,leisure,False,7.954063340499962,['cancelled'],cash,8696.77726090032,debit_card,city hotel,4,"['business center', 'business center']",26,May,,,,33,KGZ,1,5.134188866738666,Friday,15:49:42,02:56:18,2158.1243473453287,0.08515862723743786,False,2024-05-13,3.0998619811012276,heavy,8696.77726090032
2024-03-25,2024-04-19,2024-04-22,3,4,single,group,business,True,11.268942613112372,['checkout'],no_deposit,19059.037928989696,cash,motel,4,"['wifi', 'parking']",25,April,,,,54,SOM,2,6.6244867393960165,Friday,21:41:22,21:11:43,1558.3815935897533,0.038434615696946686,False,2024-04-25,23.901408533378337,none,19059.037928989696
2024-04-05,2024-04-23,2024-04-26,3,4,suite,corporate,business,False,2.982609808323291,['cancelled'],no_deposit,15934.700432330816,credit_card,resort,2,"['restaurant', 'spa', 'spa', 'spa']",18,April,,,,65,DEU,5,7.134391391346427,Tuesday,20:40:28,03:41:44,5820.573924055339,0.09386031428538748,True,2024-04-27,23.952850008946285,heavy,15934.700432330816
2024-04-09,2024-04-22,2024-04-26,4,2,double,corporate,business,True,13.87998073350614,['cancelled'],credit_card,12623.449710962777,debit_card,motel,2,"['wifi', 'parking']",13,April,,,,23,LTU,3,5.732255333049027,Monday,01:14:18,00:08:22,5526.440413031576,0.013681117026927484,True,2024-05-05,33.6933036118785,light,12623.449710962777
2024-04-01,2024-04-12,2024-04-14,2,2,double,individual,business,False,5.131123307385296,['checkout'],cash,7709.960050908334,cash,resort,2,"['gym', 'gym']",11,April,,,,31,DNK,2,7.459560892293732,Friday,04:28:14,02:32:21,5453.368435991507,0.06946021137372257,True,2024-04-22,15.120017901543736,none,7709.960050908334
2024-04-20,2024-04-24,2024-04-30,6,4,single,corporate,business,False,1.5407968000656624,['cancelled'],credit_card,2725.9199836511807,credit_card,city hotel,4,['business center'],4,April,,,,68,PER,3,3.992491322150907,Wednesday,09:38:11,23:08:33,9704.826994841125,0.08939273896723417,False,2024-05-10,-0.6022570162453338,light,2725.9199836511807
2024-03-31,2024-04-18,2024-04-25,7,2,single,individual,leisure,True,4.361275711566471,['cancelled'],cash,19060.217719118154,credit_card,motel,2,['parking'],18,April,,,,23,HND,2,4.814295368864876,Thursday,21:57:12,23:27:02,4266.189510986147,0.09093790351369992,False,2024-05-03,23.009362408456433,moderate,19060.217719118154
2024-04-12,2024-04-25,2024-04-29,4,4,single,corporate,business,True,4.480538933560199,['cancelled'],cash,10329.570808558572,credit_card,motel,4,['parking'],13,April,,,,24,IRL,3,0.9668824541669904,Thursday,21:41:09,15:03:28,8239.801127866358,0.08621999852741401,True,2024-04-26,-3.2348249351099065,light,10329.570808558572
2024-03-31,2024-04-13,2024-04-14,1,4,suite,corporate,business,False,9.555566992317212,['checkout'],credit_card,13414.611691865304,credit_card,city hotel,2,"['gym', 'gym']",13,April,,,,60,GIN,3,1.8456532603993545,Saturday,11:21:39,04:57:38,7430.243521376323,0.054021178605737886,True,2024-04-28,41.859718857972055,heavy,13414.611691865304
2024-04-16,2024-05-08,2024-05-13,5,3,suite,individual,leisure,True,9.834219602587364,['checkout'],no_deposit,808.7528051937174,credit_card,city hotel,1,"['restaurant', 'gym', 'business center']",22,May,2024-04-24,unforeseen circumstances,8.0,20,SVN,1,9.974353791021983,Wednesday,05:41:12,01:27:43,4293.274695530228,0.08887180260496602,True,2024-05-20,15.122388220594793,heavy,808.7528051937174
